0	8	9	8	9	9
1	8	8	9	9	9
2	9	8	9	9	9
3	9	9	7	9	9
4	9	9	9	9	9
5	8	8	9	9	9
6	9	9	9	9	9
7	8	9	9	9	9
8	8	8	9	9	9
9	7	6	9	9	9
10	8	9	8	9	9
11	8	9	9	9	9
12	8	8	9	9	9
13	9	9	9	9	9
14	8	9	8	9	9
15	9	9	9	9	9
16	8	8	8	9	9
17	8	9	7	9	9
18	9	9	9	9	9
19	8	9	8	8	9
20	8	8	9	9	9
21	8	9	7	9	9
22	8	9	9	8	9
23	9	8	9	9	8
24	8	9	7	9	9
25	8	8	9	9	9
26	8	9	9	9	9
27	7	9	8	8	9
28	8	9	7	9	9
29	8	9	9	9	9
30	9	8	9	9	9
31	8	9	9	9	9
32	9	9	8	9	9
33	8	8	9	9	9
34	9	9	8	9	9
35	8	9	7	8	9
36	9	8	9	8	9
37	8	9	9	9	9
38	8	9	8	8	9
39	8	9	8	8	9
40	8	8	9	9	9
41	8	9	8	8	9
42	8	8	9	9	9
43	7	9	9	9	9
44	8	9	9	9	9
45	9	9	9	9	9
46	7	9	9	9	9
47	9	9	8	9	9
48	8	8	9	9	9
49	8	8	9	9	9
50	8	7	9	9	9
51	8	9	9	9	9
52	8	7	9	9	9
53	8	9	8	8	9
54	8	9	9	9	9
55	8	9	9	9	9
56	8	9	9	9	9
57	8	8	9	9	9
58	8	8	9	9	9
59	8	8	9	9	9
60	8	9	8	8	9
61	8	8	9	9	9
62	9	9	9	9	9
63	7	9	7	8	9
64	8	9	9	9	9
65	9	9	9	9	9
66	8	8	9	8	9
67	7	8	9	9	9
68	8	9	8	8	9
69	8	8	9	9	9
70	9	9	9	9	9
71	7	8	9	9	9
72	7	9	8	9	9
73	7	9	8	9	9
74	8	8	9	9	9
75	8	9	8	9	9
76	8	9	7	8	9
77	8	8	9	9	9
78	8	8	9	9	9
79	8	9	9	8	9
80	8	9	8	8	9
81	8	9	8	9	9
82	9	8	8	9	9
83	8	8	9	9	9
84	9	9	9	9	9
85	8	9	8	9	9
86	9	8	9	9	9
87	9	9	9	9	9
88	8	9	9	9	9
89	8	9	8	8	9
90	8	9	8	9	9
91	7	8	9	8	9
92	8	9	9	9	9
93	8	9	7	9	9
94	9	9	9	9	9
95	8	8	9	9	9
96	8	8	9	9	9
97	8	9	8	9	9
98	8	8	9	9	9
99	9	9	9	7	9
100	8	9	9	9	9
101	8	8	9	9	9
102	8	8	9	9	9
103	8	9	8	8	9
104	8	9	7	8	9
105	9	8	9	9	9
106	9	8	9	9	9
107	8	9	8	9	9
108	9	9	9	9	9
109	8	9	9	9	9
110	7	9	8	9	9
111	8	8	8	9	9
112	8	8	9	7	9
113	8	8	9	9	9
114	8	8	9	9	9
115	8	8	9	9	9
116	8	8	9	9	9
117	8	9	9	9	9
118	9	9	8	9	9
119	9	8	9	9	8
120	8	9	9	8	9
121	9	9	9	9	9
122	8	9	8	8	9
123	9	8	9	9	9
124	9	9	9	9	9
125	7	8	9	9	9
126	9	8	9	9	9
127	9	9	9	9	8
128	8	8	9	9	9
129	8	8	9	9	9
130	8	8	9	8	9
131	7	9	9	9	9
132	8	8	9	9	9
133	8	9	8	9	9
134	9	8	9	9	9
135	8	8	9	9	9
136	7	9	8	9	9
137	7	9	9	9	9
138	8	9	9	9	9
139	9	8	9	9	9
140	8	9	9	9	9
141	8	8	9	9	9
142	8	9	8	9	9
143	8	9	8	8	9
144	8	9	8	8	9
145	8	9	9	8	9
146	8	9	9	9	9
147	8	9	9	9	9
148	9	7	9	9	9
149	8	9	9	9	9
150	9	9	9	9	9
151	9	9	9	9	9
152	9	8	9	9	9
153	9	9	9	9	9
154	8	8	9	9	9
155	7	8	9	9	9
156	8	9	8	8	9
157	8	9	8	9	9
158	8	9	7	9	9
159	8	8	8	9	9
160	8	9	9	9	9
161	8	8	9	9	9
162	8	8	9	9	9
163	9	8	9	9	9
164	9	9	9	9	9
165	8	8	9	9	9
166	7	9	9	8	9
167	9	8	9	9	9
168	8	8	7	8	9
169	8	8	9	9	9
170	9	9	8	9	9
171	8	9	8	9	9
172	8	9	9	9	9
173	9	8	9	9	9
174	8	8	9	9	9
175	8	9	9	9	9
176	9	8	9	9	9
177	8	9	9	9	9
178	8	8	9	9	9
179	8	9	8	9	9
180	9	9	7	8	9
181	9	9	8	9	9
182	8	9	8	8	9
183	9	9	7	9	9
184	9	9	8	9	9
185	8	8	9	9	9
186	9	9	9	9	9
187	8	9	9	9	9
188	7	8	9	9	9
189	7	9	8	9	9
190	8	9	9	9	9
191	9	9	9	9	9
192	9	8	9	9	9
193	8	8	9	7	9
194	8	9	8	9	9
195	9	9	9	9	9
196	9	9	9	9	9
197	8	9	8	8	9
198	8	9	8	9	9
199	9	8	9	9	9
200	8	8	9	9	9
201	9	8	9	9	9
202	8	8	9	8	9
203	9	8	9	9	9
204	8	9	9	8	9
205	9	8	9	9	9
206	8	9	8	9	9
207	8	8	9	9	9
208	8	8	9	9	9
209	8	8	9	9	9
210	8	8	9	9	9
211	8	9	9	9	9
212	9	9	9	9	9
213	8	8	9	9	9
214	9	9	0	9	9
215	9	9	7	8	9
216	8	7	8	9	9
217	8	9	8	9	9
218	8	8	9	9	9
219	8	8	9	9	9
220	8	9	9	9	9
221	9	8	9	9	9
222	8	9	8	9	9
223	8	8	9	9	9
224	8	9	9	9	9
225	8	9	8	9	9
226	8	9	9	9	9
227	8	8	9	9	9
228	9	9	7	9	9
229	8	8	9	9	9
230	9	9	8	9	9
231	8	9	9	8	9
232	8	8	9	9	9
233	8	9	9	9	9
234	8	9	9	9	9
235	8	9	9	9	9
236	8	9	8	9	9
237	8	9	8	9	9
238	8	8	9	9	9
239	9	9	8	9	9
240	9	9	9	9	9
241	8	9	8	9	9
242	8	8	8	9	9
243	8	8	9	9	9
244	8	8	9	7	9
245	8	9	8	9	9
246	8	8	9	9	9
247	7	8	7	9	9
248	8	8	8	9	9
249	9	9	9	9	9
250	8	9	9	8	9
251	8	9	7	9	9
252	8	9	9	9	9
253	9	9	9	9	9
254	8	8	9	9	9
255	8	9	8	8	9
256	8	8	9	9	9
257	8	9	9	9	9
258	8	9	9	9	9
259	8	9	9	9	9
260	8	8	9	9	9
261	8	8	8	9	9
262	8	8	9	9	9
263	9	9	9	9	9
264	9	8	9	9	8
265	9	9	9	9	9
266	8	9	9	9	9
267	8	9	9	9	9
268	8	8	9	9	9
269	8	8	9	9	9
270	9	8	9	9	9
271	8	9	9	8	9
272	8	8	8	9	9
273	8	8	9	9	9
274	9	9	7	8	9
275	9	8	9	9	9
276	9	9	8	9	9
277	8	8	9	9	9
278	8	9	9	9	9
279	8	9	8	9	9
280	8	8	8	9	9
281	8	8	9	9	9
282	8	8	9	9	9
283	8	9	8	9	9
284	8	8	9	9	9
285	8	8	9	9	9
286	9	8	9	9	9
287	5	3	9	9	9
288	8	7	9	9	9
289	8	8	9	9	9
290	8	8	9	9	9
291	8	8	8	9	9
292	8	9	9	9	9
293	8	9	9	9	9
294	7	8	9	9	9
295	8	8	9	9	9
296	8	8	9	9	9
297	9	9	9	7	9
298	8	9	8	9	9
299	8	9	8	9	9
300	8	9	8	9	9
301	8	9	8	8	9
302	8	9	8	9	9
303	8	8	9	9	9
304	8	9	9	8	9
305	8	8	9	9	9
306	9	9	9	9	9
307	8	8	9	9	9
308	8	8	9	9	9
309	8	9	7	9	9
310	8	9	8	9	9
311	8	9	8	9	9
312	9	8	9	9	9
313	9	7	9	9	9
314	7	8	9	9	8
315	8	8	9	9	8
316	8	8	9	9	9
317	8	8	9	9	9
318	8	9	9	9	9
319	9	9	9	9	9
320	8	8	9	9	9
321	8	9	9	9	9
322	8	8	9	9	9
323	8	8	9	9	9
324	7	9	9	8	9
325	8	8	8	9	9
326	9	8	9	9	9
327	9	9	9	9	9
328	8	8	9	9	9
329	8	9	8	8	9
330	9	9	9	9	9
331	8	9	8	8	9
332	8	9	9	9	9
333	8	9	9	9	9
334	8	9	8	8	9
335	9	8	9	9	9
336	8	9	8	9	9
337	8	8	9	9	9
338	9	8	9	9	9
339	8	8	9	9	9
340	8	9	7	9	9
341	8	9	8	9	9
342	8	9	8	8	9
343	8	8	9	9	9
344	8	8	9	9	9
345	8	8	9	9	9
346	8	9	8	9	9
347	8	8	8	9	9
348	8	8	9	9	9
349	8	9	9	8	9
350	7	8	9	9	9
351	9	9	9	9	9
352	8	8	9	9	9
353	8	8	9	9	9
354	8	9	9	9	9
355	8	9	8	8	9
356	8	9	9	9	9
357	9	8	9	9	9
358	7	8	9	9	9
359	8	8	9	9	9
360	8	9	9	9	9
